path,case_id,backbone,baseline_id,n_dropped,is_consensus_flagged
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_020.json,case_trec2022_020,gpt-4o,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_021.json,case_trec2022_021,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_023.json,case_trec2022_023,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_024.json,case_trec2022_024,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_026.json,case_trec2022_026,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_027.json,case_trec2022_027,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_030.json,case_trec2022_030,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_031.json,case_trec2022_031,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_032.json,case_trec2022_032,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_033.json,case_trec2022_033,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_034.json,case_trec2022_034,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_037.json,case_trec2022_037,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_041.json,case_trec2022_041,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_042.json,case_trec2022_042,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_045.json,case_trec2022_045,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_046.json,case_trec2022_046,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_047.json,case_trec2022_047,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_048.json,case_trec2022_048,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_050.json,case_trec2022_050,gpt-4o,V-final,0,False
